,content,rating
10115,:)  I need a volunteer/guinea pig. Send one my way?,1
10116,He's been my guinea pig for years. Hopefully my prof credentials don't rest on that ;),1
10117,As much as I hate to resort to the old sub-standard of inquiry....  orly?,1
10118,FUCK YEAH!  You know what goes good with cookies  right?,1
10119,Oh Jen  I'm so sorry. That really  really sucks. Try some disposable cameras for Disney.,1
10120,ass  I wanted that burger but my better judgement took control of the situation,1
10121,pig pen is hotter :P,1
10122,you're killin' me. so  we can conquer the space-time continuum on mac and pc but we can't copy a fucking nested folder?,1
10123,damn datz alot of tats but l00kin good beezy which one hurted da most?,1
10124,LMAO life in the fast tweet lane. i never fail whale yet.but than again only 709 tweets.does that matter?,1
10125,I hate it when I have no day job and can't just sit around reading or writing.  *sigh*  :D,1
10126,head ass I'm in chicago actually with VMarie lol,1
10127,good luck with the event. Clearly you've been busting your ass for it. Hope it goes well!,1
10128,Dude  that sucks. I dedicate this hot chocolate to you bro! Hmm... yummy!,1
10129,It's latent hate over the fact that my bucs suck.,1
10130,damn even I don't often do that much of a vat tour,1
10131,At least they only want a 3-5 minute promo. I hate when they want a 15 min promo- all aspects get covered  but it's too boring,1
10132,Can you believe we had another suburb wide Blackout - damn Christmas Lights!   Johnny Walker Blue Label by Candle light,1
10133,Noah and the Whale!? That makes me think of Saturn commercials. :),1
10134,i hate you right now you woke me u last night and then i had a crappy sleep  i feel like shit now.,1
10135,lol!!  And for the record  that shit didn't do a damn thing to help.  Whatever.  ;),1
10136,just waiting.....aaahhhh.....too damn long,1
10137,I can understand if he want's to stop touring  maybe he wants to have a family or something but no touring sucks :(,1
10138,i hate u but not really,1
10139,It even stopped between floors and alarm was going off. Some dude finally helped me. It was damn funny.,1
10140,afraid not! But high fat patries just what's needed when feeling fragile  I'm pathetic Ive no stamina for nights out these days,1
10141,Wow! We won't be above freezing for several days..No need to share your frigid air  Canada! Pretty  but damn cold.,1
10142,Matt this game sucks  we need some Sharks mojo!!!,1
10143,I hate Lucky Charms. Who really wants to grub on stale marshmallows? Gross.,1
10144,I always watch My  Big Fat Greek Wedding when it's on.  I love Under the Tuscan Sun & Crossing Delancey too,1
10145,I would have done the same but been a bitch about it lol,1
10146,@katiebabs I am not the target demo for an emo teen movie so I suppose my op of the relative hotness of the actors matters not.,1
10147,I'm glad to know your trusty little saturn kicked snow's ass. Snow had it coming.,1
10148,- damn I hate it when the weather doesn't help my team - and that is New York -north - should be cold and dreary - LOL,1
10149,#NAME?,1
10150,#NAME?,1
10151,- can't hate the skins - their owner sucks - like Al davis - both need to retire - but not give it to their kids.,1
10152,fuck that...invite ME to the geriatric party!,1
10153,you and me both man...its not the destination thats in question its that damn journey...where is that pesky fast forward button?,1
10154,I see you homie....Life's A Bitch 09': http://sharebee.com/c0756ec0,1
10155,I got my system working in here. I'm multi-tasking my ass off!,1
10156,i ain cutting my phone off until i see developed land. i need gps tracking shit is damn near haiti!,1
10157,Damn  guess I ain't the only one having a shitty day...LOL Hopefully  I can restore my joint when I plug it up to iTunes.,1
10158,still miami just got through customs. these fucking immagrants are driving me nuts! 2nd language my ass fuck em' all...,1
10159,"your pal jaron""",1
10160,Save a Fighter Pilot's Ass  by Oscar Brand. Funny shit.,1
10161,Isn't lovely? Fuck You Penguin FTW.,1
10162,look out for the best line &quot;damn the budget&quot;,1
10163,Damn  I have no memory of that spin-off. I'm reading about it now and see Lamont went off to work on the Alaska Pipeline...,1
10164,I'm working from home... but that's cuz I'm swamped and have a dental appt  not cuz I'm gay. :-),1
10165,please don't hate. :-),1
10166,Ohhh  that sucks - talk about irony... Can you call anyone to pick it up & bring it to you?,1
10167,FYI: That leggy gay moose is a Cariboo btw.. :) Happy holidays!,1
10168,definitely need to; part of my 09 goal  thinking spring time. Not moving in this weather. It will be damn sweet!,1
10169,That's what I'm sayin' my man. We all know Taco Bell ain't fine dining  but DAMN. Free tacos? C'mon people.,1
10170,Hate them.,1
10171,Hopefully it's not layoffs.  and if it is  you better not be one.  you make kick ass sites.,1
10172,damn show off with yer hacked iPhone!,1
10173,liked you last video  like your views =) + insomnia sucks lol,1
10174,damn right free wifi  everyday at work for me lol,1
10175,Hot Damn!,1
10176,The ass was feeling better. On the bus now about to die from all the bouncing. Ouch.,1
10177,Well  I'm not there yet so thankfully I only have to freak out from here. I call my contractor almost daily though. ;-),1
10178,10 hours? Of sleep? In a row? Damn! That's merely a pipe dream for me. I haven't slept more than 4 hrs in a row in decades!,1
10179, well I have elf's on my side so you know your going to get you ass kicked,1
10180,he is cuz Syler killed him  he knows how to kill some one. Because he is bad ass  as he is &#252;ber. I think I like syler don't you.,1
10181,I had the same thing on the 24th. It sucks big time. Drink Gatorade!,1
10182,i was forced to watch the pats for too many years... FUCK THAT SHIT!!!!! haha,1
10183,Sorry to hear that  lol. You are going to hate the keyboard for twitter & texting.,1
10184,I own the 1st gen iPod touch and typing sucks. That's why the Storm commercial clowns the iPhone indirectly about the keyboard.,1
10185,LUCKY BITCH :(,1
10186,unemployment sucks in NJ. In Pa  they lookat you your highest quarter and pay you per week what you got in that qtr,1
10187,Twitter is going a little crazy today. API problems  stream problems  DM problems. No whale sightings to speak of though.,1
10188,It completely kicked my ass. Many of my bits are quite tender today.,1
10189,welcome to NJ! We aim to piss everyone else off.,1
10190,ate there Friday and it literally blew my mind---so good--but its not a Fat Louis type of place--much different vibe,1
10191,oh no! Just read about your tree. So sorry  that absolutely sucks. :-(,1
10192,Now I ask ya  would you give a fuck what kind of pants the son-of-a-bitch who shot you was wearing?,1
10193,hate to say it but getting very close to relegation zone!,1
10194,HEY no talking about my ass!,1
10195,you hate loud people  like us?,1
10196,that sucks. gonna replace it or build a new system all together?,1
10197,"DAMN!!!!""",1
10198,why does watching Will & Grace have to mean you're gay?,1
10199,because you HATE ME! I thought the 50% off sticker was a nice touch. (:,1
10200,And I see why you turned his ass down! Dis some bullshit!,1
10201,Yes and I'm sure his monkey ass does too on the effin bus everydamnday!.,1
10202,Hey Navi! Whats going on with your damn Twitter account? Same issues eh? 2009 Time for a new start!,1
10203,LMAO! That girl is syck! Hell I wasn't even born in 1977. Special ass!,1
10204,Damn it  now I have that Kiss song in my head. (Fortunately  I like that one),1
10205,I really hate the countdown pack also rite I got these hot as six rings I would post a pic but my friend got them,1
10206,I guess congratulations are in order  but now you have to write a damn dissertation. What is the topic?,1
10207,Thanks but we have one in a bag somewhere. I hate to take yours just in case you need it sometime. Thanks for thinking of us.,1
10208, do you hate wikipedia?,1
10209,hope ya get to feeling better. Sucks when I miss out on Lifegroup so I know how ya feel.,1
10210,hahaha I knew you'd hate it,1
10211,dude that sucks go steal a stapler or burn that mother down. We always include our Temps!,1
10212, hey  I didn't complain! Especially since today I am in total bitch mode!,1
10213,Fuck yeah!,1
10214,is a dirty dirty DM whore. Retweet. Please.,1
10215,is a cock-measuring dirrrty DM whore.,1
10216,An appropriate tweet  considering the cock measuring. Shall we do it over you?,1
10217,it still exists and all 90 000 of my comp. Employees use it. Hate it. Far too limited,1
10218,"""frankly my dear I don't give a damn"" :)  come and get it !",1
10219,I'm sure you are not a loser !!!! it's always good to have a do nothing day!! sleep well ...peace,1
10220,"""WATCH OUT. TOBY MAD."" Is this real? (please say yes  I need to live in a world where Big ASS Truck Rental and Storage can exist)",1
10221,"Hey  checked out the new podcast  laughed my ass off. I missed you guys. ""Got a new ball belt  you're gonna love it."" Classic.",1
10222,"""Well Ho-Ho-Whore!"" ""Gasp!"" Classic.",1
10223,// i hate you,1
10224,- it's a sweet deal and product. Customer service sucks pooh tho.,1
10225,Why bother doing anything? (Post-nerd procrastination?),1
10226,Why put off tomorrow what you can do today? (Nerd test 101.),1
10227,Cock-up theory a better one  Al - I made a mess of the 2.7 upgrade. I've done it again since on another blog - went perfectly :-),1
10228,I didn't know it was such a controversial cigar  you got people who love it  hate it and people who want to try it again LOL,1
10229,tempted to ask what ass flakes are. dandruff? never- nevermind.,1
10230,sorry it took so long but I am a Grizzlies fan. I am originally from Memphis. Things are looking up with Mayo and Gay in tow.,1
10231,damn that's close to where I work,1
10232,yeah  they wack right now... Need a big man and to get rid of sheed  iverson  and rip ass...,1
10233,sucks but that's life  now we'll give all our tips to @martindeboer :),1
10234,same here. fricken sucks.,1
10235,piggy-chain is a keychain in the shape of a pig In which you push a button @ it turns into a flashlight.,1
10236,I dunno.. but it's damn annoying.,1
10237,YAY! I'm thinking abt that again. Otherwise fone b blowin' up. Plus reading links on BB sometimes sucks.,1
10238,SUCKS don't it?,1
10239,Sucks don't it?,1
10240,I hate the Dickens out of you. 12:30  tonight. Covert ops.,1
10241,I hate the idea of purposeful personal branding. How about just have a personality and be yourself...online and off?,1
10242,actually if ur gay you have the same exact right to marry as if ur straight.,1
10243,There are more Eagles & Cowboys fans in this world than any other football team.  I just hate football right about now.,1
10244,"Good ones! Mine is ""Merry Christmas  Kiss My Ass  Kiss Your Ass  Kiss His Ass  Happy Hannukah"" burst out laffing every time....",1
10245,He's not worth fretting over. There's better people who still love you up in this bitch.,1
10246,The movies are way better. Movie Light blows ass  though.,1
10247,"Great! Now I've got that damn  ""Thank you for being a friend..."" song stuck in my head...your dream is my nightmare.",1
10248,Damn man  that sucks. Do you think you'll ever get another cat?,1
10249,He's kind of like a gay male version of Edith Ann I bet. http://tinyurl.com/6a8yrr,1
10250,haha yeshhh you are  and you thought i was gonna think its gay -_-,1
10251,damn your doing that with your iPhone camera / wife  me both love it.,1
10252,And we are having a pig roast and beef and goodies tonight before midnight with some of the people - I'm going to be dead tomorow,1
10253,Haha  dont cry when you drop him off. Hate to see him hit you with one of his remarks in a moment of weakness.,1
10254,Sylar/Peter? FUCK YEAH :P Us in the middle?,1
10255,Haha yeah. Jack's already gay. We're just trying to get Zak to come out now XD,1
10256,don't you hate emotions sometimes?  Sneaky things.,1
10257,that damn camera!!! lmao,1
10258,Beans are sadly gassy and cause pain. I might try non-fat yoghurt  though.,1
10259,My gluten-free  newly fat-free diet is also not avenaceous  though technically oats are not glutenous.,1
10260,"Yep. We are tweeting each other too. Mostly with messages like ""U R A NERD."" Indeed  he is the man of my dreams :-)",1
10261, :(  that sucks.,1
10262,"I am aware. Patient advocate in ED  patient  admin. Now preface launching into history with ""kind of in the industry."" Sucks.",1
10263,yes  i am sick too too too too sick.  it sucks.  i hate it.,1
10264,i may go with velour track suit.  just have to find one! because i hate shopping  even in the best of circumstances,1
10265, wow! that  is funny!  i'd be soo disgusted if anyone pulled that  on me! they'd be  bitch-slapped.,1
10266,Well fine  they can call them seat protectors in Great Britain but in the US of A they best call 'em ass protectors.,1
10267,Damn dude -- they're all short sleeve shirts! Wanted to order a long-sleeve ringer. It's winter man! Any chance of adding?,1
10268,Ooooooh - didn't hear that story!  Have a bad feeling it likely makes us (Canada) look like wannabe dorks on the fashion radar..?,1
10269,yes  i do hate that. ;),1
10270,we've been catching up on lost. the truth is i dont like it very much but it sucks you in because it's so freakin' weird.,1
10271,Wow-this is fantastic!  How did I miss it until now? my resolution for '09.. loose my baby fat (not from childhood). #GNO,1
10272,hate emails??? for you?? i dont believe it,1
10273,i hate PC's too!! Argh :-),1
10274,it's actually a cool phone  great feel  good size  nice keyboard. Not sure if I'm staying with my Touch or changing. Hate decisions!,1
10275,movie is surprisingly fucking awesome! go pick it up!,1
10276,How bad ass is that?! lol,1
10277,I hate Aaron.  He needs to go away.  Interesting Comments:  Chuck is the secret love child?  I CANNOT WAIT FOR NEW EPISODES!,1
10278,don't get me started about my slumlord. Did you make it into work? It's NUTTY outside. I love this weather! (but hate winter ttc),1
10279,I bet they hate their lives deep down. They always treat me like an idiot when I'm there.,1
10280,hahaha i did txt him back and say gay u woke me up now i cant sleep hahaha wat are you doing? im so bored but cnt sleep haha,1
10281,Excellent Point RT: @tdhurst any good fraternity would have pickles always in stock. not so sure about the ass tattoos though.,1
10282,right there with you! woke up thinking of a hundred things I need to do. hate that!,1
10283,Fuck! Are you dead?,1
10284,#NAME?,1
10285, Damn!  I better get busy  I only have 29 updates.,1
10286,i just love the speed & simplicity cum features of Google Chrome,1
10287,Eeeek! I'm scared of the dark. I don't really believe in ghosts  but that would still freak me out.,1
10288,You're right  I hate you for saying hat!,1
10289,I hate having a bunch of pics in my camera roll,1
10290,Yayyyy! Damn irish bitch! Congratulations!,1
10291,I gained this week too  I hate it b/c I knew it before I went in  and held my accountability and wi. It makes me determined,1
10292,oh ok I know what the fail whale is then! Thanks!,1
10293,why can't I bitch about AT&T? I have it for god's sake. I hate the boys club...,1
10294,let's get ready to rumble lol what a loser he is. Let's get ready to never give him the mic again,1
10295,Damn!,1
10296,You would hate to see my sister :/,1
10297,"~santi~""",1
10298,I feel really sad for the fourth  fat  cat who can't play in the tunnel!,1
10299,Sure. Well  long day being going to five stores in a row. I hate shopping.,1
10300,Well damn you just made this Jersey boy drool alittle. That's how I like to see my Jersey women step out. You have great feet 2,1
10301,Owww  I feel you babygirl. I swear country boys and girls are so fucking thirsty. You stay on your NJ shyt you will be fine!,1
10302,hmmm me either!!! well wait I've had like two... maybe more I dunno... I hate having my photo taken I do know that much!,1
10303,Tough love is key. Though I'd never do that to my brother because he has done so much for me  but she sounds like a bitch.,1
10304,Twitter updates my facebook status you big dick. That way I don't have to do both. Not everyone is nerdy as us with our twitter,1
10305,the only thing i hate more than the man is a raging UTI.,1
10306,If you really like Of Human Bondage  you'll love anything by Shakespeare. Sorry... I'm a Literature nerd and English major...,1
10307,gotcha. No probs here but I expect her to stay up all damn nite next year. :),1
10308,I usually reserve this term of endearment for my sweet @Ginderelly  but.... HOOKER! I hate you. No  I love you. But I hate you.,1
10309,That's because Lithia sucks.,1
10310,"I would pull the ""I'm suing your ass""",1
10311,That's good. It's a bitch to start a computer/laptop from scratch. Music isn't too bad.Do you know what happened to your mac,1
10312,aw I'm a cap too. I'm so gay. Anyway I'll be in ny around then...,1
10313,hey Houston isnt that bad...who am i kidding it sucks anus,1
10314,i guess thats true.. when it rains in ny it sucks but there is always shit poppin in ny.. orlando is boring :(,1
10315,im in the same damn boat!!!!!!,1
10316,I disagree. Freecycle for clothes sucks. Rarely do people post pictures or include good descriptions. Maybe for kids clothes  ok.,1
10317,loooove that game! Haha  I used to be such a Nintendo nerd!,1
10318,I cant leave yet and i had to pee but there was water all over and i didnt want wet socks cause i hate that. Lol,1
10319,gorillas + apes always make me cry. mama apes nursing babies worst. 2nd are bored  ass-scratching primates. but kids dig zoos,1
10320,"on Reservoir...they were walkin...u kno my loud ass was like ""ommmgg hiiii""...haahaa",1
10321,Ay nena..this punk is outta control. His visit went well tho..they took his stitches off but he was actin like a lil bitch whe ...,1
10322,wat! u playing drums! good shit! who da hell else has the ghwt set up? i need2bust there ass (no homo if its a dude that owns it),1
10323,hop off my driving ok im fucking stressed out cuz of that shit. @theotherpplwhodidntreadright ..i was not talkin about ev's tweets,1
10324,omigosh  hate them! I wrote a huge  literally  enormous  sharpie-d note on my door & ran downstairs every hour. Victory at last!,1
10325,if she gets that xbox for me. no one will ever see me for about 5 months ... you'll find me mad fat  smelly  with a huge beard,1
10326,"SEND MO NEY....LOT'S OF MO NEY  Roflmao""",1
10327,oh this sucks . would love to hang out but I am heading to Costa Rica and won't be back until the new year.,1
10328,I hate your direct message. Thanks.,1
10329,ugh I hate the tangle struggle. It will be in a damn pony tail all day and I go to brush it and its like a damn jungle.,1
10330,for real! That's awesome! I love and hate it at the same time  the presidential debates this election made me super heated.,1
10331,LOL NO KIDDING! I would be scared for my life if I were somebody tryna fuck with you! I have no older siblings  I'm jealous!,1
10332,You're so gay  you don't even like boys.,1
10333,you will do fine. good luck. go kick some ass!,1
10334, oh ratz  I hate that. It's on Gizmodo http://tinyurl.com/4vge9r,1
10335, I do. Why is it Americans feel the need to be an ass when they travel?,1
10336,and Red Carpet Ready handed my ass to me tonight  in a good way. I am pooped!,1
10337,hate you,1
10338,"Listen. I love the Lord. But when I get to heaven and he asks ""JG*... why were you such a freak?"" I will say:",1
10339,You damn right! LOL,1
10340,trust me. I'd love to say FUCK YOU GMAT! But Georgetown  Northwestern  and Uni of Chicago would say then FUCK YOU JG*,1
10341,damn what you getting in to,1
10342,well damn! Do it big!,1
10343,the entire congregation was gay.,1
10344,Agreed.  Is Dick Clark setting an example of what to do or not to do?  Very sad to see him now God bless him...#nyetwarty,1
10345,late about big having a movie coming out. didnt tupac have that movie out called resurrection a long ass time ago?,1
10346,I hate it when that happens!  Forgeting badge.,1
10347,u r NOT a loser I think ur swell sir!,1
10348,I've been waiting for over half hr for the damn red line. Today kinda sucks!!!,1
10349,damn  after seeing that one I know I didn't win anything!,1
10350,Happy last day @ Y!. I'm sure ur gonna continue to kick ass at @raptr  and that @seldo will miss u dearly :-),1
10351,your hate can't penetrate the total happiness and warmth I feel as I sit beneath the palm trees sipping margaritas #tequilaggedon,1
10352,I hate it when I do things like that,1
10353,no I hate the news! They showed that 51 things girl. It was like they discovered it but it was featured!!,1
10354,tell her you are gay :),1
10355,is spreading hate and mistruths...somebody school him #gaza,1
10356,i twissed you! (twitter-missed yo ass).,1
10357,damn  girl lol. do you kill 'em w/ kindness in real life too?,1
10358,sucks. why/how are you being forced into that?,1
10359,in other news  y'all gonna make me get back online just to see this lookin' ass kitty vid. *shakes fist*,1
10360,"i hate ""the line."" i also hate the loud ""WHEEL OF FORTUNE"" sound bc that usually indicates a spin and EVERYBODY rushes over. nosy.",1
10361,not w/ praline  yo. damn. pure defecation on my breakfast.,1
10362,you don't have a mac? i'm super shocked  especially w/ the line of work you're in. macs piss on PCs  all day  urrday.,1
10363,For serious? No fooling? Fuck yeah!,1
10364,okay  not more. But equally.  I'd welcome a Moby Dick shooter  if it doesn't have a lot of cut scenes...,1
10365, #tcot if I only had the time. I hate it when conservatives say stupid things that make us all look bad.,1
10366,UGH! That sucks! Do you know if they found it? Stresssss :( I'm sorry,1
10367,I swear Michael Scott-esque loser somehow infiltrated your acct & bought lots of womens pantsuits & fur coats there.,1
10368,hehe...that's too funny. reminds me of when a student drew a picture of a 'pigpen' as a pig atop a pencil. :),1
10369,I freakin HATE THAT and anyone that knows me this is a top peeve of mine!!,1
10370,Haha! Well Cyprus Bank's web interface sucks... So I'm considering trying out Alpha Bank. Also my landlord has Alpha bank... lol,1
10371,Maybe there's no snow  but there's a little bit of mud when it rains  and there's kat/dog poo and piss on the streets... lol,1
10372,Btw  have you seen School Rumble? It's fucking silly and stupid  but awesomely hilarious. I'm half-way through the first season.,1
10373,damn right mami!,1
10374,Totally agree on AC/DC. They are damn near the perfect rock n roll band.,1
10375,Sucks about the van. Any mechanics you know owe you favors? Also  thankee sai for the package! Got it a couple days ago.,1
10376,No worries man.  'Twas a question from me but  $800 later  I found out what the problem was.  Stupid fucking fuel pumps!,1
10377,BWahahahahah!!! Now you know why I had to take extensions on my damn documentation projects!! Stupid Twitter! *kicks his gf's pc*,1
10378,That majorly sucks! Sorry to hear it. I'd be SOOO pissed for days! Do you have insurance on it?,1
10379,the new digitally animated one kicks much ass i think its called degeneration.,1
10380,It's a necessary part of growth to shed the fat that was piled on during the boon of th 80s. #hhrs #tcot,1
10381,damn those cute puppies!! How many gadgets I have lost for them.,1
10382,That site just tells me I am fat  LOL,1
10383,it's all about filtering. In addition to being less fat  my main 09 resolution is to be mindful about how I spend attention.,1
10384,Lol and thanks for the challenge  but I think I need to be a little less fat first. Didn't know @karrock was local?,1
10385, mr big dick daddy 4rm cincinnati....ooooowwwww!!!!,1
10386,May have to end up getting a MAC myself... and an iPhone... Although just can't get used to the touch screen. Fat fingers.,1
10387,yep  i hate working with threads.,1
10388,@johnwilliams713 I hate you both.,1
10389,Actually I think we all hate this weather so everybody just stays in all the time,1
10390, While searching for leather binders for their Bibles  they use The Joy of Gay Sex as an insert. Handy.,1
10391,Shit I hate the tough questions. Is maybe a valid answer?,1
10392,No he's a cunt and wants a web site!,1
10393,Fuck I forgot. Will watch now.,1
10394,well fuck.....,1
10395,I remember trying one of those when my teen was a little one.  Those damn tents make u wanna commit murder!,1
10396,i was up till 2 am messin wit toys and batteries.  now i got a lil t-rex making noise in my house.  Damn noisy toys.,1
10397,stay warm  Kyle. that sucks. we were lucky to get ours back today.,1
10398,Hahaha... I guess I m loser now. I dont go out much! When I get my new job  maybe I will visit Longhis :),1
10399,Thanks... you are the sweetest! :) Are they fat free?,1
10400,myspace does not hate you.,1
10401,that sucks I hope u can get out of it...where did u apply to?,1
10402,"Often I feel like the only Jew who does not equate ""political criticism of Israel's actions"" and ""hate for all Jews"".",1
10403,Vote or die  bitch!,1
10404,oh wow dude thst one hell of a kick ass mission!,1
10405,I hate to hear about all the accidents. People need to slow down and be more careful and even more so during the holiday season.,1
10406,dead ass lol,1
10407,ooooh! Don't make me come out there now! Whatchoo know about silk's freak me? Nah wait...you need to lose control first,1
10408,I have you beat - amazon and a bunch of poser stores email me too haha,1
10409,I hate to tell you this; your good name is being used for phishing! You should change your password. http://status.twitter.com/,1
10410,Damn. That is tired.,1
10411,btw i saw your gift last night. You are going to freak out.,1
10412,Well then get some damn sleep ya dumbass! Lol,1
10413,OMG! To damn funny. U need 2 video that shit. Lol,1
10414,I hate you.,1
10415,damn twitter.  Sheez...,1
10416,Its freaking me out. 1999 wasn't long ago. But 10 years. FUCK.,1
10417,i hate blackbird cause it's never enough food,1
10418,after that aired on cnn  my mom wrote me an email asking i knew about emo and if i was ok...WAT,1
10419,those damn kids ruin it for all of us!,1
10420,YEP! HATE LIFE right now. HE is a computer hacker geek stay@home dad whom THEY HAD to move out of STATE!(she's a DR.) long story~,1
10421,cont. I would get embarraced  I didnt do drugs but was like a HUGE man with what I could handle?sucks I guess if I wanted to ; ),1
10422,wow... I feel like a real loser now! ; ) haha  better get my but in gear!,1
10423,Thank You  Thank You.  I would hate to get banned from either  but. Phew! My bad...,1
10424,Hate to say it to you or hurt your feelings  Justine  but your Steelers are going DOWN next weekend!,1
10425,Damn.  Next thing you'll be telling me  Rumple of the Bailey isn't a documentary.,1
10426,way to hate on me before 7 am!! Yes  and to ALL you tweets...I made the Lightening McQueen cake.,1
10427,y do u post pictures of fat girls all the time.  Does it make u feel better?,1
10428,lol fuck it &#58126;,1
10429,what up freak nasty.,1
10430,damn! good job.,1
10431,"""fuck the recession""",1
10432,hate you...it's freezing here...my nipples will freeze off before I get home,1
10433,slut...just pelvic thrust anyone,1
10434,god that show sucks...,1
10435,will do :) ha I don't mean to sound gay but I have no layers in my hair after tour so well see how it goes ha,1
10436,she ain't a bitch I'm just pretty awesome,1
10437,nah  i just think i deserve it. sometimes  you have to reward yours. its been 3 years since my fat boy days,1
10438,OMG. I kist realized ... I hope work doesn't think I'm calling in gay.,1
10439,cunt!!!! i love you!!!!,1
10440,i'm so fucking sick of being easily disposed of.  what's wrong with me kitty kat?,1
10441,Thanks Kitty....... and hey  i'm thinking of calling in gay tomorrow too!,1
10442,but u have to process the milk in some fashion to cut the fat content in half,1
10443,Wait  you hate hfcs but you drink diet coke?  Head asplode.,1
10444,Like fuck I am.,1
10445,I'm your fucking Da and I'm not gonna come in tomorrow :),1
10446,NINJAS kick ass they dont rape ass unlike pirates,1
10447,why the fuck wouldn't you?,1
10448,As a former newspaper man I have to tell you that I see no reason for a bailout. Then again I hate bailouts in general.,1
10449,that PC thing is fucking awesome,1
10450,Make sure it matches. I hate furnaces that clash with the house. sainless steal or gold go with anything.,1
10451,That sucks man! Hope you start feeling better. I hope you and your family have a very Merry Christmas!,1
10452,But i agree that Walmart sucks :),1
10453,I'm doing both. And it sucks. But I've got a lot done (work-wise) & then will spend the day finishing some Christmas stuff,1
10454,and let the merciless fun-making of the latin nerd commence....now.,1
10455,The winner eats the blintz  and the loser(s) watch the winner eat the blintz. Marquess of Queensbury rules apply. En garde!,1
10456, yah  but YOU get to tweet from your couch or bed or whatever.  I gotta sit on this hard chair on my computer I hate.,1
10457,I hate to hear that... Please let me know if you have any issues with the return and I'll remedy... because I can :),1
10458,I relate to that kind of thinking. I hate eating salads (but I eat them anyway) and I feel I'm justified to reward myself!,1
10459,If the damn Vikings  would have won yesterday like the should have  this game wouldn't matter.,1
10460,The libertarian case for gay marriage.  http://tinyurl.com/2f6xbm,1
10461,that sucks.  gg was fantastic this week ,1
10462,had to document it just incase i was going mad myself. and i don't even like cock. what are they trying to suggest?,1
10463,fag face,1
10464,I'll have to work on that one.  Ass clown is a solid contender.,1
10465,damn I want some Frenchys... A 3 piece white with fries and cornbread.,1
10466," Instead of letting a couple of million people live for 60 years as ""prisoners"" and thereby indirectly nurturing the hate.",1
10467,Scary? Yes. It's also really fucking cool. It reads like science fiction.,1
10468,I also just got Emma as well. I've been a lit nerd too long not to have read Austen. I have shame regarding this.,1
10469,here's some cock for u http://twitpic.com/rrvm,1
10470,Actaully  after you sent that I had to sit down for dinner.  Hate to break it to you  but grandma said you had to leave.,1
10471,They'd have had flying cars by 2015  too. I want my damn flying car  dammit.,1
10472,It's pretty damn similar  that (bass?) guitar part  at least. I owe you something nice for this  btw.,1
10473,Mosey is a whore for attention.,1
10474,What's happening brotha? I'm good. Been a busy day getting ready for my big fat free bootcamp manana! How about you?,1
10475,lol so much for one huge ass exp. btw did you publish anything official yet?,1
10476,fat browser? tell me more! like gOS/CloudOS?,1
10477,It is less that 2 feet from the front to back. 3.5 wide from left to right. SMALL ASS DESK,1
10478, i'm actually refreshing wil wheaton's blog right now to find out about his incredible announcement. i just can't help my inner nerd.,1
10479,thanks  nerd.,1
10480,damn  you beat me to that example. :) #journchat,1
10481,Fuck that  this hot winter is awesome.,1
10482,Yep  I hate paying taxes too and the more I make the more I pay  but it's part of life and not a waste of money.,1
10483,"... that is funny... not two seconds ago  somebody walked by office and said ""I hate winter!""  LOL",1
10484,Just another day  money to be made  got my hater blockers on for those haters who goin hate... Thats how im feeling today.,1
10485,I just use the standard twitter site and it's tough.  :P  WOuld hate to find another addiction to go along with this one.,1
10486,that's why hatemail is so hilarious!  i love hate mail!,1
10487,people that want to make sure that you know that they HATE HATE HATE lolis,1
10488,i love how every forum has someone fall over themself to make sure that everyone knows they hate lolis/moe/fansubs/mecha/yaoi,1
10489,damn ... that sounds real appealing now. Maybe geothermal coupled with wind and solar ... tho maybe heat coils take too much power,1
10490,@TheMadMat damn ... well then it was definitely worth a second mention. Sure looks good!,1
10491,Did you see the Dick/Rich video yet?  http://tinyurl.com/697e3g,1
10492,I wish I had a Christmas vacation.  Damn Facbook and its holiday perks!,1
10493,I hate that I couldn't guess MJ  that songs an obvious classic. Guess I need to take some time and listen to the 70s groove.,1
10494,I think they'd say fuck you right back lol.,1
10495,I hate when you get stuck out in the cold wearing cons.,1
10496,this should have ended months ago  sucks.,1
10497,he said don't hate....,1
10498,yeah. It's ugly! And their rebounding sucks!,1
10499,i always fall on ice! It's my third time this winter! Ugh i hate snow sometimes.,1
10500,GO pkzwrt's hommy Barry's ex-scharrel de lijst regelaares! (damn!),1
10501,Sonic CD and the Lunar games... might also try to go for Third World War and Popful Mail if I absolutely lose my fucking mind.,1
10502,hey praying for u man. I hate strep,1
10503,"I didn't think about drinking every time she said ""maverick."" Damn. Could have done it every time she talked about energy  too.",1
10504,Cool. I live in Seattle where the wind pretty much sucks (it's like San Diego  but Northier). So  I usually go to Hawaii 4 my fix,1
10505,i heard traffic going to fart chips land!!! some crazy ass accident,1
10506,stop being a pussy. you look hot.,1
10507,"Uh  I don't really have a people preference. LA comes in last (hate the sprawl  lack of transportation  etc  it's not a ""city"").",1
10508,yup  those are kick ass.  great job.,1
10509,That sucks beans. What will give it the zest of life? The bite of beautiful fruit? Even the audacious appeal of deliciousness?,1
10510,we lose perspective living around so many fit austinites. I freak every time im in htown b/c of all the public smokers.,1
10511,damn... i was just thinking of a cablazo this morning.,1
10512,Fight the good fight. I sympathize. I hate to update! And W P is goshzillions better than what I had!,1
